state,communityname,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,LemasPctOfficDrugUn
6,225,1,0.04,0.29,0.04,0.75,0.58,0.2,0.23,0.54,0.28,0.28,0.06,1.0,0.51,0.7,0.15,0.53,0.27,0.28,0.29,0.54,0.54,0.55,0.47,0.29,0.37,0.5,0.02,0.14,0.11,0.17,0.5,0.16,0.77,0.68,0.31,0.2,0.56,0.76,0.6,0.84,0.83,0.35,0.51,0.53,0.67,0.43,0.6,0.61,0.01,0.19,0.03,0.35,0.47,0.54,0.61,0.3,0.36,0.38,0.39,0.74,0.19,0.2,0.15,0.32,0.37,0.31,0.35,0.27,0.67,0.0,0.03,0.89,0.34,0.34,0.14,0.58,0.04,0.12,0.77,0.75,0.73,0.73,0.69,0.83,0.68,0.54,0.6,0.25,0.0,0.0,0.37,0.5,0.37,0.67,0.68,0.01,0.54,0.13,0.0
47,1639,1,0.0,0.33,0.41,0.67,0.01,0.01,0.47,0.47,0.33,0.56,0.0,0.0,0.15,0.38,0.66,0.3,0.65,0.46,0.38,0.2,0.23,0.27,0.14,0.0,0.07,0.38,0.02,0.45,0.51,0.61,0.17,0.49,0.35,0.81,0.28,0.84,0.24,0.5,0.3,0.51,0.53,0.37,0.52,0.52,0.7,0.51,0.54,0.54,0.01,0.31,0.0,0.0,0.0,0.37,0.31,0.0,0.0,0.01,0.0,0.99,0.02,0.13,0.13,0.34,0.36,0.35,0.48,0.1,0.57,0.0,0.01,0.74,0.47,0.13,0.57,0.48,0.6,0.26,0.07,0.07,0.08,0.06,0.12,0.12,0.13,0.39,0.3,0.44,0.0,0.0,0.0,0.72,0.63,0.74,0.76,0.02,0.1,0.0,0.0
6,1173,1,0.01,0.43,0.02,0.88,0.42,0.04,0.26,0.17,0.11,0.55,0.03,1.0,1.0,0.51,0.44,0.95,0.48,0.1,0.58,1.0,1.0,1.0,0.94,0.55,0.55,1.0,0.0,0.05,0.01,0.02,1.0,0.13,0.49,0.17,0.78,0.05,1.0,0.26,0.2,0.29,0.29,0.35,0.92,0.92,1.0,0.85,0.29,0.24,0.0,0.03,0.01,0.11,0.13,0.16,0.22,0.08,0.09,0.1,0.12,0.81,0.05,0.09,0.11,0.47,0.47,0.3,0.95,0.01,0.08,0.5,0.01,0.93,0.93,0.09,0.38,0.38,0.0,0.0,1.0,1.0,1.0,0.59,1.0,1.0,1.0,0.71,0.58,0.15,0.0,0.0,0.32,0.5,0.77,0.62,0.78,0.03,0.11,0.66,0.0
6,515,1,0.03,0.83,0.19,0.76,0.21,0.2,0.24,0.49,0.22,0.26,0.05,1.0,0.58,0.61,0.34,0.6,0.34,0.3,0.58,0.58,0.43,0.47,0.12,0.19,0.38,0.32,0.01,0.12,0.15,0.26,0.38,0.22,0.22,0.25,0.4,0.18,0.66,0.26,0.78,0.46,0.33,0.43,0.8,0.82,0.86,0.79,0.5,0.59,0.0,0.06,0.02,0.14,0.25,0.35,0.4,0.07,0.12,0.15,0.16,0.77,0.08,0.13,0.14,0.48,0.51,0.37,0.73,0.11,0.36,0.5,0.03,0.72,0.7,0.01,0.29,0.94,0.05,0.13,0.51,0.55,0.56,0.45,0.53,0.61,0.5,0.67,0.78,0.28,0.0,0.0,0.23,0.53,0.15,0.16,0.6,0.06,0.12,0.09,0.0
33,1392,1,0.03,0.52,0.02,0.96,0.11,0.02,0.38,0.46,0.28,0.31,0.03,0.81,0.54,0.75,0.24,0.53,0.36,0.17,0.36,0.55,0.44,0.42,0.52,0.13,0.61,0.38,0.01,0.09,0.19,0.29,0.32,0.39,0.71,0.63,0.23,0.35,0.45,0.42,0.4,0.38,0.41,0.57,0.82,0.81,0.91,0.69,0.61,0.66,0.0,0.08,0.01,0.14,0.15,0.23,0.28,0.06,0.05,0.08,0.08,0.82,0.08,0.23,0.23,0.56,0.62,0.32,0.79,0.06,0.46,0.5,0.04,0.72,0.74,0.34,0.68,0.6,0.05,0.09,0.4,0.37,0.35,0.57,0.59,0.63,0.56,0.4,0.59,0.49,0.0,0.0,0.17,0.0,0.71,0.6,0.35,0.07,0.09,0.02,0.0
5,1746,1,0.03,0.55,0.82,0.34,0.03,0.01,0.51,0.53,0.34,0.33,0.04,1.0,0.17,0.54,0.44,0.2,0.44,0.67,0.22,0.2,0.16,0.28,0.13,0.09,0.35,0.35,0.06,0.61,0.55,0.66,0.16,0.55,0.45,0.3,0.35,0.59,0.28,0.63,0.41,0.7,0.7,0.63,0.34,0.27,0.3,0.32,0.64,0.62,0.06,0.77,0.0,0.0,0.1,0.37,0.34,0.0,0.0,0.01,0.01,0.99,0.01,0.42,0.41,0.59,0.58,0.6,0.47,0.29,0.47,0.5,0.03,0.77,0.48,0.63,0.35,0.58,0.74,0.62,0.08,0.07,0.08,0.08,0.15,0.17,0.19,0.65,0.41,0.56,0.01,0.0,0.01,0.52,0.55,0.73,0.67,0.04,0.16,0.01,0.0
34,1669,1,0.02,0.7,0.01,0.99,0.03,0.04,0.42,0.43,0.21,0.15,0.0,0.0,0.65,0.83,0.23,0.57,0.23,0.09,0.33,0.57,0.42,0.4,0.63,0.0,0.79,0.62,0.0,0.06,0.11,0.15,0.36,0.28,0.69,0.38,0.33,0.3,0.49,0.25,0.27,0.19,0.22,0.72,0.93,0.93,0.95,0.79,0.22,0.32,0.0,0.05,0.01,0.07,0.07,0.06,0.09,0.02,0.02,0.02,0.02,0.91,0.01,0.28,0.31,0.77,0.75,0.55,0.93,0.06,0.31,0.5,0.1,0.06,0.91,0.05,1.0,0.71,0.01,0.21,0.41,0.38,0.36,0.67,0.67,0.79,0.77,0.36,0.73,0.58,0.0,0.0,0.12,0.68,0.69,0.55,0.85,0.2,0.03,0.07,0.0
6,299,1,0.06,0.49,0.03,0.75,0.34,0.3,0.45,0.55,0.33,0.23,0.08,1.0,0.33,0.68,0.38,0.34,0.28,0.53,0.3,0.34,0.27,0.28,0.25,0.15,0.22,0.32,0.05,0.26,0.23,0.3,0.31,0.35,0.65,0.18,0.47,0.32,0.41,0.54,0.38,0.66,0.64,0.58,0.6,0.65,0.65,0.61,0.48,0.57,0.02,0.21,0.02,0.46,0.51,0.55,0.6,0.22,0.22,0.22,0.21,0.75,0.15,0.29,0.27,0.54,0.6,0.49,0.44,0.26,0.49,0.5,0.03,0.89,0.42,0.1,0.21,0.77,0.09,0.07,0.21,0.2,0.19,0.38,0.34,0.36,0.35,0.51,0.56,0.28,0.02,0.0,0.21,0.66,0.25,0.63,0.75,0.04,0.29,0.05,0.0
25,873,1,0.15,0.51,0.05,0.71,0.68,0.19,0.47,0.63,0.45,0.37,0.16,1.0,0.29,0.49,0.14,0.35,0.46,0.72,0.41,0.31,0.26,0.29,0.25,0.17,0.15,0.22,0.16,0.47,0.57,0.6,0.24,0.73,0.43,0.69,0.41,0.53,0.33,0.45,0.71,0.49,0.49,0.61,0.39,0.4,0.41,0.34,0.4,0.4,0.1,0.46,0.11,0.36,0.57,0.75,0.78,0.42,0.57,0.69,0.66,0.44,0.45,0.46,0.38,0.5,0.56,0.5,0.27,0.3,0.64,0.0,0.17,0.67,0.27,0.24,0.33,0.1,0.3,0.57,0.32,0.31,0.29,0.34,0.45,0.51,0.46,0.61,0.52,0.5,0.11,0.11,0.49,0.71,0.48,0.73,0.62,0.04,0.63,0.16,1.0
22,90,1,0.34,0.43,0.86,0.3,0.1,0.03,0.6,0.64,0.54,0.36,0.35,1.0,0.17,0.5,0.22,0.36,0.39,0.47,0.45,0.22,0.25,0.41,0.16,0.31,0.21,0.45,0.5,0.7,0.3,0.39,0.45,0.62,0.38,0.2,0.65,0.28,0.51,0.54,0.68,0.58,0.59,0.53,0.3,0.28,0.38,0.26,0.56,0.53,0.37,0.81,0.04,0.6,0.6,0.66,0.67,0.13,0.11,0.11,0.1,0.89,0.05,0.34,0.27,0.41,0.47,0.37,0.44,0.24,0.58,0.0,0.73,0.39,0.42,0.99,0.7,0.54,0.36,0.29,0.1,0.12,0.14,0.15,0.19,0.2,0.2,0.62,0.26,0.33,0.08,0.02,0.08,0.78,0.54,0.69,0.77,0.21,0.25,0.11,0.35
42,1292,1,0.01,0.34,0.03,0.97,0.03,0.01,0.35,0.41,0.27,0.67,0.0,0.0,0.16,0.27,0.11,0.39,0.77,0.45,0.51,0.2,0.22,0.2,0.14,0.1,0.95,0.51,0.02,0.4,0.39,0.53,0.18,0.46,0.3,0.58,0.47,0.7,0.27,0.44,0.46,0.43,0.45,0.46,0.54,0.58,0.48,0.37,0.39,0.49,0.01,0.31,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.95,0.01,0.21,0.17,0.34,0.45,0.2,0.62,0.04,0.37,0.5,0.03,0.69,0.56,0.12,0.86,0.0,0.21,0.6,0.03,0.03,0.05,0.07,0.14,0.17,0.1,0.46,0.18,0.54,0.0,0.0,0.04,0.99,0.77,0.95,0.92,0.01,0.33,0.05,0.0
12,89,1,0.01,0.48,0.57,0.51,0.04,0.06,0.46,0.46,0.33,0.57,0.0,0.0,0.23,0.43,0.61,0.33,0.64,0.43,0.63,0.24,0.21,0.27,0.18,0.12,0.15,0.27,0.02,0.43,0.46,0.58,0.18,0.38,0.32,0.38,0.39,0.52,0.29,0.69,0.39,0.69,0.71,0.45,0.37,0.28,0.3,0.43,0.58,0.64,0.02,0.44,0.0,0.23,0.36,0.46,0.47,0.05,0.07,0.08,0.07,0.9,0.08,0.26,0.25,0.45,0.4,0.55,0.58,0.31,0.5,0.5,0.03,0.65,0.61,0.22,0.37,0.48,0.69,0.53,0.08,0.07,0.08,0.11,0.17,0.19,0.19,0.44,0.16,0.19,0.0,0.0,0.08,0.58,0.62,0.8,0.8,0.02,0.14,0.03,1.0
12,1264,1,0.02,0.47,0.41,0.63,0.03,0.15,0.41,0.45,0.28,0.45,0.0,0.0,0.23,0.54,0.55,0.28,0.51,0.41,0.38,0.25,0.24,0.28,0.18,0.22,1.0,0.24,0.04,0.47,0.49,0.56,0.2,0.31,0.47,0.38,0.28,0.57,0.31,0.63,0.26,0.61,0.65,0.51,0.47,0.44,0.45,0.57,0.33,0.41,0.02,0.37,0.01,0.29,0.56,0.55,0.57,0.09,0.16,0.14,0.13,0.85,0.13,0.34,0.33,0.5,0.43,0.6,0.55,0.32,0.54,0.5,0.05,0.58,0.59,0.17,0.36,0.71,0.78,0.42,0.1,0.1,0.13,0.19,0.24,0.26,0.26,0.59,0.53,0.4,0.0,0.01,0.13,0.49,0.38,0.61,0.55,0.06,0.09,0.0,0.0
48,1396,1,0.12,0.49,0.09,0.68,0.07,0.52,0.52,0.56,0.43,0.41,0.13,1.0,0.2,0.53,0.75,0.41,0.48,0.29,0.41,0.21,0.21,0.24,0.18,0.2,0.17,0.24,0.13,0.49,0.51,0.5,0.27,0.5,0.49,0.27,0.48,0.42,0.35,0.53,0.37,0.56,0.57,0.51,0.63,0.61,0.7,0.61,0.61,0.61,0.03,0.15,0.03,0.19,0.23,0.28,0.36,0.07,0.08,0.08,0.1,0.55,0.25,0.29,0.26,0.45,0.47,0.44,0.5,0.3,0.58,0.0,0.21,0.52,0.5,0.13,0.43,0.58,0.47,0.27,0.06,0.07,0.08,0.21,0.22,0.25,0.21,0.44,0.39,0.4,0.14,0.0,0.16,0.71,0.43,0.55,0.65,0.14,0.15,0.04,1.0
37,506,1,0.11,0.39,0.75,0.35,0.09,0.06,0.49,0.6,0.44,0.34,0.12,1.0,0.21,0.59,0.21,0.3,0.38,0.5,0.57,0.23,0.26,0.37,0.21,0.13,0.29,0.37,0.12,0.49,0.29,0.35,0.38,0.47,0.48,0.26,0.59,0.43,0.48,0.59,0.43,0.68,0.67,0.4,0.39,0.36,0.47,0.32,0.44,0.44,0.09,0.53,0.02,0.4,0.34,0.38,0.35,0.1,0.07,0.07,0.06,0.89,0.05,0.18,0.17,0.38,0.41,0.39,0.43,0.14,0.47,0.5,0.11,0.75,0.44,0.35,0.4,0.63,0.4,0.24,0.12,0.12,0.14,0.17,0.23,0.25,0.26,0.54,0.54,0.54,0.06,0.07,0.1,0.55,0.46,0.53,0.38,0.12,0.16,0.07,0.19
39,1686,1,0.01,0.41,0.01,0.99,0.03,0.0,0.36,0.39,0.22,0.48,0.02,1.0,0.34,0.54,0.16,0.58,0.55,0.25,0.61,0.36,0.33,0.31,0.36,0.59,0.39,0.25,0.01,0.19,0.22,0.34,0.36,0.34,0.46,0.64,0.43,0.51,0.43,0.36,0.24,0.38,0.39,0.44,0.76,0.79,0.84,0.83,0.3,0.35,0.0,0.05,0.0,0.1,0.28,0.34,0.47,0.01,0.04,0.04,0.05,0.95,0.01,0.13,0.14,0.44,0.5,0.29,0.71,0.03,0.36,0.5,0.01,0.91,0.66,0.08,0.29,0.42,0.13,0.0,0.13,0.13,0.14,0.23,0.23,0.24,0.25,0.38,0.19,0.26,0.0,0.0,0.06,0.77,0.58,0.64,0.8,0.02,0.16,0.02,0.0
44,357,1,0.03,0.46,0.0,0.99,0.02,0.03,0.33,0.4,0.25,0.48,0.04,0.85,0.48,0.59,0.24,0.61,0.53,0.22,0.48,0.47,0.41,0.4,0.33,0.06,0.73,0.46,0.01,0.08,0.37,0.43,0.35,0.32,0.58,0.64,0.36,0.47,0.46,0.22,0.32,0.21,0.22,0.47,0.84,0.85,0.89,0.85,0.56,0.67,0.0,0.08,0.02,0.12,0.17,0.17,0.22,0.07,0.09,0.08,0.09,0.69,0.21,0.14,0.15,0.5,0.57,0.27,0.78,0.04,0.38,0.5,0.02,0.86,0.72,0.15,0.47,0.48,0.07,0.1,0.36,0.35,0.35,0.19,0.28,0.36,0.29,0.34,0.51,0.42,0.0,0.0,0.25,0.69,0.71,0.8,0.67,0.08,0.09,0.06,0.0
12,797,1,0.0,0.39,0.75,0.39,0.05,0.02,0.38,0.41,0.26,0.69,0.0,0.0,0.12,0.34,0.05,0.29,0.68,0.69,0.64,0.15,0.17,0.26,0.14,0.46,0.0,0.39,0.02,0.66,0.46,0.58,0.22,0.53,0.23,0.18,0.51,0.44,0.37,0.83,0.4,0.77,0.83,0.48,0.19,0.18,0.19,0.29,0.4,0.53,0.01,0.46,0.0,0.3,0.38,0.31,0.43,0.03,0.04,0.03,0.04,0.96,0.02,0.36,0.29,0.36,0.34,0.42,0.44,0.26,0.52,0.5,0.03,0.44,0.46,0.23,0.38,0.46,0.88,1.0,0.04,0.04,0.06,0.07,0.12,0.13,0.15,0.65,0.32,0.47,0.0,0.08,0.04,0.69,0.54,0.56,0.72,0.03,0.08,0.01,0.0
34,1213,1,0.08,0.67,0.4,0.16,0.43,0.93,0.47,0.58,0.4,0.32,0.09,1.0,0.25,0.52,0.12,0.26,0.44,0.53,0.29,0.25,0.2,0.28,0.24,0.13,0.29,0.28,0.09,0.45,0.81,0.79,0.21,0.75,0.48,0.86,0.19,0.99,0.19,0.45,0.65,0.56,0.53,0.82,0.34,0.34,0.39,0.28,0.61,0.6,0.12,0.97,0.14,0.61,0.68,0.73,0.77,1.0,1.0,1.0,1.0,0.0,1.0,0.82,0.74,0.72,0.8,0.71,0.06,0.78,0.78,0.0,0.05,0.84,0.09,0.17,0.59,0.1,0.76,0.82,0.4,0.42,0.39,0.32,0.39,0.49,0.42,0.59,0.83,0.67,0.01,0.03,1.0,0.34,0.53,0.67,0.54,0.01,1.0,0.7,0.7
6,794,1,0.02,0.42,0.01,0.89,0.36,0.06,0.33,0.3,0.18,0.45,0.04,1.0,0.88,0.58,0.2,0.83,0.38,0.1,0.52,0.95,1.0,1.0,0.43,0.6,0.57,0.65,0.01,0.1,0.04,0.04,0.97,0.07,0.61,0.14,0.66,0.09,0.93,0.33,0.33,0.4,0.38,0.37,0.84,0.88,0.9,0.71,0.41,0.38,0.0,0.07,0.01,0.25,0.24,0.29,0.29,0.17,0.14,0.15,0.14,0.83,0.05,0.09,0.1,0.45,0.51,0.22,0.79,0.05,0.23,0.5,0.01,0.9,0.73,0.08,0.35,0.42,0.02,0.13,1.0,1.0,1.0,0.72,0.72,0.92,0.71,0.56,0.63,0.1,0.0,0.0,0.28,0.52,0.68,0.64,0.76,0.04,0.13,0.71,0.0
37,668,1,0.01,0.41,1.0,0.18,0.01,0.01,0.43,0.46,0.31,0.55,0.0,0.0,0.11,0.48,0.23,0.23,0.65,0.64,0.42,0.12,0.2,0.35,0.17,0.04,0.78,0.24,0.03,0.64,0.75,0.78,0.17,0.51,0.4,0.76,0.33,0.87,0.26,0.62,0.49,0.68,0.69,0.47,0.13,0.13,0.09,0.1,0.64,0.72,0.03,0.77,0.0,0.27,0.46,0.38,0.45,0.02,0.03,0.02,0.03,0.96,0.04,0.33,0.29,0.42,0.35,0.53,0.35,0.23,0.51,0.5,0.02,0.74,0.41,0.37,0.57,0.44,0.75,0.83,0.06,0.07,0.09,0.03,0.07,0.08,0.15,0.67,0.28,0.53,0.0,0.0,0.03,0.86,0.63,0.8,0.76,0.02,0.18,0.01,0.0
12,290,1,0.14,0.22,0.17,0.84,0.06,0.05,0.26,0.33,0.21,0.84,0.16,1.0,0.25,0.26,0.17,0.57,0.75,0.2,0.72,0.29,0.4,0.42,0.18,0.12,0.23,0.42,0.09,0.27,0.21,0.33,0.32,0.27,0.34,0.22,0.37,0.22,0.39,0.68,0.32,0.64,0.68,0.23,0.45,0.47,0.5,0.52,0.57,0.62,0.05,0.25,0.05,0.24,0.27,0.32,0.35,0.14,0.13,0.15,0.14,0.84,0.08,0.11,0.09,0.21,0.23,0.23,0.54,0.1,0.79,0.0,0.52,0.22,0.54,0.08,0.33,0.69,0.3,0.09,0.16,0.17,0.19,0.33,0.33,0.39,0.34,0.59,0.57,0.25,0.13,0.08,0.24,0.12,0.45,0.54,0.34,0.07,0.33,0.09,0.37
40,1182,1,0.0,0.55,0.03,0.88,0.03,0.02,0.4,0.47,0.24,0.22,0.0,0.0,0.35,0.64,0.56,0.44,0.3,0.21,0.35,0.33,0.25,0.25,0.29,0.17,0.08,0.44,0.01,0.22,0.19,0.26,0.22,0.2,0.64,0.42,0.31,0.33,0.34,0.37,0.16,0.42,0.41,0.55,0.78,0.81,0.84,0.76,0.55,0.55,0.0,0.09,0.0,0.14,0.32,0.34,0.29,0.01,0.02,0.02,0.02,0.98,0.02,0.15,0.17,0.58,0.63,0.42,0.71,0.09,0.27,0.5,0.01,0.7,0.67,0.41,0.68,0.81,0.2,0.0,0.13,0.1,0.08,0.26,0.29,0.31,0.33,0.57,0.44,0.28,0.0,0.0,0.03,0.55,0.39,0.61,0.65,0.01,0.15,0.01,0.0
29,1367,1,0.01,0.44,0.04,0.88,0.3,0.02,0.84,0.87,0.91,0.42,0.0,0.0,0.12,0.48,0.27,0.51,0.45,0.33,0.5,0.19,0.17,0.16,0.18,0.09,0.27,0.36,0.02,0.59,0.41,0.39,0.45,0.42,0.23,0.14,0.8,0.25,0.51,0.24,0.93,0.51,0.38,0.34,0.59,0.63,0.59,0.63,0.38,0.46,0.0,0.1,0.01,1.0,0.97,0.94,0.82,0.46,0.36,0.31,0.25,0.88,0.04,0.11,0.09,0.26,0.34,0.25,0.37,0.12,0.59,0.0,0.03,0.62,0.35,0.03,0.43,0.58,0.31,0.17,0.07,0.07,0.08,0.1,0.14,0.16,0.13,0.51,0.17,0.21,0.0,0.0,0.17,0.59,0.22,0.15,0.37,0.02,0.15,0.01,0.0
9,174,1,0.03,0.29,0.02,0.96,0.08,0.03,0.23,0.39,0.21,0.5,0.04,0.97,0.53,0.67,0.12,0.69,0.47,0.1,0.47,0.56,0.6,0.58,0.39,0.29,0.57,0.63,0.01,0.08,0.16,0.22,0.53,0.22,0.67,0.35,0.6,0.25,0.6,0.46,0.41,0.48,0.49,0.35,0.73,0.75,0.88,0.65,0.47,0.55,0.0,0.03,0.01,0.2,0.22,0.21,0.26,0.06,0.06,0.05,0.06,0.88,0.04,0.1,0.09,0.31,0.35,0.24,0.66,0.04,0.59,0.0,0.07,0.56,0.63,0.03,0.51,0.6,0.02,0.05,0.45,0.48,0.54,0.6,0.61,0.75,0.67,0.47,0.55,0.61,0.06,0.08,0.13,0.71,0.58,0.81,0.7,0.06,0.1,0.08,0.0
25,171,1,0.04,0.54,0.01,0.97,0.09,0.01,0.32,0.45,0.3,0.53,0.05,1.0,0.55,0.56,0.05,0.58,0.59,0.23,0.76,0.56,0.46,0.45,0.38,0.12,0.38,0.48,0.01,0.09,0.12,0.19,0.37,0.42,0.5,0.27,0.4,0.24,0.5,0.21,0.5,0.26,0.24,0.57,0.77,0.79,0.83,0.75,0.45,0.5,0.01,0.09,0.01,0.13,0.13,0.14,0.16,0.06,0.05,0.05,0.06,0.89,0.05,0.31,0.3,0.55,0.62,0.27,0.8,0.04,0.35,0.5,0.01,0.94,0.74,0.19,0.42,0.27,0.02,0.03,0.45,0.43,0.41,0.45,0.55,0.67,0.56,0.47,0.28,0.4,0.0,0.0,0.19,0.88,0.91,0.86,0.91,0.04,0.2,0.44,0.0
25,381,1,0.02,0.52,0.02,0.97,0.07,0.02,0.33,0.45,0.3,0.52,0.04,1.0,0.56,0.58,0.17,0.63,0.59,0.24,0.58,0.57,0.48,0.46,0.23,0.74,0.36,0.32,0.01,0.11,0.18,0.26,0.43,0.32,0.53,0.25,0.47,0.24,0.5,0.2,0.54,0.27,0.25,0.55,0.74,0.77,0.75,0.7,0.45,0.48,0.01,0.09,0.01,0.2,0.21,0.25,0.24,0.1,0.1,0.1,0.09,0.82,0.08,0.28,0.28,0.54,0.57,0.38,0.8,0.05,0.31,0.5,0.01,0.91,0.77,0.03,0.44,0.21,0.06,0.13,0.49,0.45,0.44,0.3,0.53,0.68,0.61,0.4,0.44,0.5,0.0,0.0,0.22,0.85,0.85,0.73,0.85,0.03,0.19,0.43,0.0
34,1537,1,0.01,0.27,0.07,0.91,0.13,0.04,0.17,0.26,0.14,0.81,0.02,1.0,0.61,0.48,0.22,0.78,0.72,0.13,0.52,0.65,0.75,0.74,0.44,0.29,0.66,0.48,0.0,0.05,0.21,0.25,0.57,0.17,0.54,0.27,0.52,0.15,0.69,0.2,0.3,0.27,0.26,0.31,0.91,0.92,0.96,0.85,0.57,0.55,0.0,0.03,0.01,0.16,0.18,0.21,0.26,0.17,0.17,0.18,0.2,0.68,0.15,0.09,0.09,0.3,0.41,0.07,0.75,0.01,0.41,0.5,0.01,0.89,0.66,0.04,0.44,0.33,0.01,0.0,0.57,0.57,0.57,0.63,0.71,0.87,0.71,0.56,0.58,0.63,0.0,0.0,0.45,0.64,0.85,0.75,0.83,0.01,0.22,0.34,0.0
6,1404,1,0.04,0.6,0.07,0.72,0.53,0.32,0.45,0.46,0.31,0.28,0.05,1.0,0.64,0.69,0.05,0.53,0.26,0.27,0.33,0.62,0.52,0.52,0.38,0.32,0.43,0.56,0.01,0.13,0.14,0.24,0.43,0.16,0.68,0.38,0.44,0.24,0.58,0.49,0.41,0.51,0.52,0.58,0.75,0.7,0.84,0.56,0.55,0.51,0.01,0.17,0.03,0.22,0.29,0.4,0.41,0.23,0.27,0.33,0.31,0.64,0.19,0.34,0.33,0.6,0.6,0.54,0.74,0.2,0.35,0.5,0.03,0.83,0.73,0.09,0.23,0.73,0.07,0.04,0.57,0.65,0.71,0.68,0.69,0.8,0.68,0.66,0.73,0.14,0.0,0.0,0.44,0.5,0.48,0.81,0.8,0.04,0.17,0.08,0.0
51,150,1,0.04,0.67,0.08,0.81,0.47,0.03,1.0,1.0,1.0,0.09,0.0,0.0,0.12,0.85,0.49,0.64,0.12,0.16,0.18,0.32,0.16,0.16,0.2,0.06,0.15,0.26,0.09,1.0,0.11,0.11,1.0,0.43,0.14,0.12,1.0,0.15,0.75,0.05,1.0,0.12,0.08,0.3,0.7,0.75,0.7,0.7,0.42,0.39,0.0,0.15,0.02,0.87,0.95,0.96,0.87,0.66,0.63,0.58,0.48,0.81,0.06,0.07,0.04,0.33,0.41,0.36,0.12,0.08,0.57,0.0,0.03,0.78,0.13,0.05,0.28,0.75,0.16,0.2,0.21,0.2,0.22,0.32,0.3,0.33,0.28,1.0,0.28,0.12,0.0,0.0,0.32,0.33,0.0,0.0,0.11,0.05,0.15,0.36,0.0
48,1722,1,0.01,0.41,0.05,0.89,0.04,0.12,0.43,0.43,0.3,0.56,0.0,0.0,0.22,0.4,0.49,0.43,0.61,0.38,0.46,0.27,0.23,0.23,0.22,0.06,0.08,0.26,0.02,0.4,0.39,0.51,0.24,0.3,0.38,0.41,0.32,0.38,0.36,0.52,0.25,0.58,0.58,0.44,0.64,0.61,0.61,0.62,0.3,0.36,0.0,0.11,0.0,0.16,0.5,0.45,0.62,0.03,0.1,0.08,0.1,0.89,0.11,0.23,0.21,0.4,0.36,0.48,0.53,0.18,0.54,0.5,0.05,0.42,0.56,0.15,0.39,0.54,0.44,0.82,0.08,0.08,0.09,0.2,0.23,0.24,0.25,0.57,0.31,0.44,0.01,0.0,0.09,0.78,0.44,0.51,0.85,0.05,0.08,0.03,0.0
37,1394,1,0.02,0.37,0.69,0.45,0.04,0.01,0.45,0.45,0.38,0.68,0.0,0.0,0.21,0.39,0.13,0.4,0.67,0.44,0.58,0.24,0.27,0.36,0.19,0.17,0.21,0.16,0.03,0.41,0.4,0.53,0.32,0.23,0.35,0.68,0.49,0.68,0.38,0.59,0.5,0.56,0.59,0.35,0.31,0.31,0.32,0.38,0.62,0.67,0.02,0.47,0.0,0.46,0.89,0.77,0.71,0.03,0.06,0.05,0.04,0.96,0.04,0.19,0.16,0.29,0.27,0.36,0.44,0.12,0.57,0.0,0.04,0.7,0.47,0.19,0.5,0.4,0.46,0.26,0.08,0.09,0.11,0.12,0.17,0.18,0.2,0.39,0.23,0.36,0.01,0.0,0.03,0.79,0.51,0.66,0.7,0.05,0.12,0.07,0.0
